FEN,Average Error,Event,Move,Best Move,Player,To Move,White,Black,Round,Result,WhiteElo,BlackElo,Opening,File
8/1p1bkp1p/p2p2p1/3Pb3/P7/1P1BBPP1/3K3P/8 w - - 3 26,1.154666666666667,FIDE World Championship Match 1969,e3b6,d3e2,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp1p/pB1p2p1/3Pb3/P7/1P1B1PP1/3K3P/8 b - - 4 26,1.6088888888888888,FIDE World Championship Match 1969,d7e8,e5b2,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4b3/1p2kp1p/pB1p2p1/3Pb3/P4P2/1P1B2P1/3K3P/8 b - - 0 27,3.49952380952381,FIDE World Championship Match 1969,e5g7,e5b2,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4b3/1p2kpbp/pB1p2p1/3P4/P4PP1/1P1B4/3K3P/8 b - - 0 28,6.07590909090909,FIDE World Championship Match 1969,e8d7,g7b2,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkpbp/pB1p2p1/3P4/P4PP1/1P1B4/3K3P/8 w - - 1 29,2.3167741935483863,FIDE World Championship Match 1969,h2h3,d3e2,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkpbp/pB1p2p1/3P4/P4PP1/1P1B3P/3K4/8 b - - 0 29,5.550769230769229,FIDE World Championship Match 1969,h7h5,g7b2,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkpb1/pB1p2p1/3P3p/P4PP1/1P5P/3KB3/8 b - - 1 30,5.564230769230769,FIDE World Championship Match 1969,h5g4,g7b2,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkpb1/pB1p2p1/3P4/P4PP1/1P6/3KB3/8 b - - 0 31,5.855833333333333,FIDE World Championship Match 1969,g7b2,g7f6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp2/pB1p2p1/3P4/P4PP1/1P6/1b1KB3/8 w - - 1 32,1.2984,FIDE World Championship Match 1969,d2e3,e2d1,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp2/pB1p2p1/3P4/P4PP1/1P2K3/1b2B3/8 b - - 2 32,1.4587500000000002,FIDE World Championship Match 1969,b2c1,b2a3,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp2/pB1p2p1/3P4/P4PP1/1P3K2/4B3/2b5 b - - 4 33,1.7079999999999997,FIDE World Championship Match 1969,c1b2,f7f5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp2/pB1p2p1/3P4/P4PP1/1P3K2/1b2B3/8 w - - 5 34,1.0424999999999998,FIDE World Championship Match 1969,e2d3,b6a5,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1bkp2/pB1p2p1/3P4/P4PP1/1P1B1K2/1b6/8 b - - 6 34,1.6808333333333334,FIDE World Championship Match 1969,b2c3,f7f5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p2kp2/pB1p4/3P1P2/P7/1Pb2K2/8/8 b - - 0 37,0.7476470588235296,FIDE World Championship Match 1969,e7d7,e7f6,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1k1p2/pB1p4/3P1P2/P7/1Pb2K2/8/8 w - - 1 38,1.3475,FIDE World Championship Match 1969,f3e4,b6f2,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1k1p2/pB1p4/3P1P2/P3K3/1Pb5/8/8 b - - 2 38,0.9043750000000002,FIDE World Championship Match 1969,c3e1,d7e7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1k1p2/pB1p4/3P1P2/P3K3/1P6/8/4b3 w - - 3 39,1.8617647058823528,FIDE World Championship Match 1969,e4d3,b6e3,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
8/1p1k1p2/pB1p4/3P1P2/P7/1P1K4/8/4b3 b - - 4 39,2.1216666666666666,FIDE World Championship Match 1969,d7c8,d7e7,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2k5/1p3p2/pB1p4/3P1P2/P1K5/1P6/8/4b3 b - - 6 40,2.399090909090909,FIDE World Championship Match 1969,e1d2,e1g3,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2k5/1p3p2/pB1p4/3P1P2/PPK5/8/3b4/8 b - - 0 41,1.5708333333333335,FIDE World Championship Match 1969,d2e1,d2c1,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2k5/1p3p2/pB1p4/1P1P1P2/P1K5/8/3b4/8 w - - 1 43,1.7133333333333338,FIDE World Championship Match 1969,b6d4,b5a6,White,White,"Spassky, Boris V.","Petrosian, Tigran V",3,1/2-1/2,N/A,N/A,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.3205,FIDE World Championship Match 1969,c2c4,d2d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0.5650000000000002,FIDE World Championship Match 1969,e7e6,g8f6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.6970000000000002,FIDE World Championship Match 1969,b1c3,g1f3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,1.398529411764706,FIDE World Championship Match 1969,c7c5,g8f6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkbnr/pp3ppp/2n5/2pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 6,1.3802941176470582,FIDE World Championship Match 1969,g2g3,d4c5,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkbnr/pp3ppp/2n5/2pp4/3P4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 6,1.8062499999999997,FIDE World Championship Match 1969,g8f6,c5d4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQK2R b KQkq - 2 7,1.5976315789473685,FIDE World Championship Match 1969,f8e7,c5d4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bq1rk1/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 5 9,1.1508333333333332,FIDE World Championship Match 1969,c1g5,d4c5,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r1bq1rk1/pp2bppp/2n2n2/2pp2B1/3P4/2N2NP1/PP2PPBP/R2Q1RK1 b - - 6 9,1.6320588235294113,FIDE World Championship Match 1969,c5d4,c5c4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pp2bpp1/2n2n1p/3p4/3N2b1/2N1B1P1/PP2PPBP/R2Q1RK1 w - - 2 12,1.1478571428571425,FIDE World Championship Match 1969,d4b3,h2h3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pp2bpp1/2n2n1p/3p4/6b1/1NN1B1P1/PP2PPBP/R2Q1RK1 b - - 3 12,1.7139534883720924,FIDE World Championship Match 1969,g4e6,d8d7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pp2bpp1/2n1bn1p/3p4/8/1NN1B1P1/PP2PPBP/R2Q1RK1 w - - 4 13,1.691860465116279,FIDE World Championship Match 1969,a1c1,b3d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2q1rk1/pp2bpp1/2n1bn1p/3p4/8/1NN1B1P1/PP2PPBP/2RQ1RK1 b - - 5 13,1.7353658536585364,FIDE World Championship Match 1969,f8e8,d8d7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r2qr1k1/pp2bpp1/2n1bn1p/3p4/8/1NN1B1P1/PP2PPBP/2RQ1RK1 w - - 6 14,1.6987804878048778,FIDE World Championship Match 1969,f1e1,b3d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
r3r1k1/pp1qbpp1/2n1bn1p/3p4/8/1NN1B1P1/PP2PPBP/2RQR1K1 w - - 8 15,1.6561904761904767,FIDE World Championship Match 1969,e3c5,e3d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2r1r1k1/pp2qpp1/2n1bn1p/3p4/8/1NN1P1P1/PP3PBP/2RQR1K1 b - - 0 17,1.4084999999999999,FIDE World Championship Match 1969,e8d8,e7b4,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/2n1bn1p/3p4/8/1NN1P1P1/PP3PBP/2RQR1K1 w - - 1 18,1.6214634146341464,FIDE World Championship Match 1969,d1e2,b3d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/2n2n1p/3p4/6b1/1NN1P1P1/PP2QPBP/2R1R1K1 w - - 3 19,4.538571428571428,FIDE World Championship Match 1969,f2f3,e2f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/2n2n1p/3p4/6b1/1NN1PPP1/PP2Q1BP/2R1R1K1 b - - 0 19,3.8419565217391307,FIDE World Championship Match 1969,g4f5,g4e6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/2n2n1p/3p1b2/8/1NN1PPP1/PP2Q1BP/3RR1K1 b - - 2 20,1.7211764705882355,FIDE World Championship Match 1969,c6e5,a7a6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/5n1p/3pnb2/8/1NN1PPP1/PP2Q1BP/3RR1K1 w - - 3 21,1.9612500000000002,FIDE World Championship Match 1969,b3d4,g3g4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/5nbp/3pn3/3N4/2N1PPP1/PP2Q1BP/3RR1K1 w - - 5 22,2.1287499999999993,FIDE World Championship Match 1969,g2h3,g2f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
2rr2k1/pp2qpp1/5nbp/3pn3/3N4/2N1PPPB/PP2Q2P/3RR1K1 b - - 6 22,2.6629787234042555,FIDE World Championship Match 1969,c8c4,c8b8,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qpp1/5nbp/3pn3/2rN2P1/2N1PP1B/PP2Q2P/3RR1K1 b - - 0 23,2.3229999999999995,FIDE World Championship Match 1969,c4b4,c4c7,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qpp1/5nbp/3pn3/1r1N2P1/2N1PP1B/PP2Q2P/3RR1K1 w - - 1 24,2.706578947368422,FIDE World Championship Match 1969,b2b3,h3f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qpp1/2n2nbp/3p4/1r1N2P1/1PN1PP1B/P3Q2P/3RR1K1 w - - 1 25,1.9262162162162162,FIDE World Championship Match 1969,e2d2,h3g2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qpp1/2n2nbp/3p4/1r1N2P1/1PN1PP1B/P2Q3P/3RR1K1 b - - 2 25,2.1850000000000005,FIDE World Championship Match 1969,b4b6,c6e5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qpp1/1rn2nbp/3p4/3N2P1/1PN1PP1B/P2Q3P/3RR1K1 w - - 3 26,1.2469444444444442,FIDE World Championship Match 1969,c3e2,h3f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qpp1/1rn2nbp/3p4/3N2P1/1P2PP1B/P2QN2P/3RR1K1 b - - 4 26,1.5585106382978724,FIDE World Championship Match 1969,g6h7,h6h5,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
3r2k1/pp2qppb/1rn2n1p/3p4/3N2P1/1P2PP1B/P2QN2P/3RR1K1 w - - 5 27,1.7212500000000002,FIDE World Championship Match 1969,h3g2,h3f1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp2qppb/1rn2n1p/3p4/3N2P1/1P2PPN1/P2Q2BP/3RR1K1 b - - 8 28,1.7815909090909086,FIDE World Championship Match 1969,c6d4,b6a6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp2qppb/1r3n1p/3p4/3n2P1/1P2PPN1/P2Q2BP/3RR1K1 w - - 0 29,4.940277777777776,FIDE World Championship Match 1969,e3d4,d2d4,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3ppb/4qn1p/3p4/3P2P1/1P3PN1/P2Q2BP/3R2K1 w - - 0 31,2.248684210526315,FIDE World Championship Match 1969,d1c1,h2h3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3ppb/4qn1p/3p4/3P2P1/1P3PN1/P2Q2BP/2R3K1 b - - 1 31,2.039999999999999,FIDE World Championship Match 1969,h7g6,e6d6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3pp1/4qnbp/3p4/3P2P1/1P3PN1/P2Q2BP/2R3K1 w - - 2 32,2.6700000000000004,FIDE World Championship Match 1969,g2f1,g1f2,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3ppn/4q1bp/3p4/3P2P1/1P3PN1/P2Q3P/2R2BK1 w - - 4 33,2.6366666666666663,FIDE World Championship Match 1969,d2f4,c1c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3ppn/4q1bp/3p4/3P1QP1/1P3PN1/P6P/2R2BK1 b - - 5 33,2.4935897435897427,FIDE World Championship Match 1969,h7f8,e6b6,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4rnk1/pp3pp1/4q1bp/3p4/3P1QP1/1P3PN1/P6P/2R2BK1 w - - 6 34,2.980681818181817,FIDE World Championship Match 1969,c1c5,f4e5,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4rnk1/pp3pp1/4q2p/2Rp4/3P1QP1/1P3PN1/P6P/1b3BK1 w - - 8 35,5.468863636363635,FIDE World Championship Match 1969,a2a4,f4e5,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4rnk1/pp3pp1/4q2p/2Rp4/P2P1QP1/1P3PN1/7P/1b3BK1 b - - 0 35,1.8792857142857144,FIDE World Championship Match 1969,f8g6,e8c8,Black,Black,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3pp1/5qnp/2Rp4/P2P2P1/1P3PN1/3Q3P/1b3BK1 w - - 3 37,3.853541666666667,FIDE World Championship Match 1969,g1f2,f1b5,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3pp1/5q1p/2Rp4/P2P1nP1/1P3PN1/3Q1K1P/1b3B2 w - - 5 38,18.01,FIDE World Championship Match 1969,a4a5,c5c3,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
4r1k1/pp3pp1/7p/P1Rp1Nq1/3P1nP1/1P1b1P2/3Q1K1P/5B2 w - - 3 40,23.162368421052626,FIDE World Championship Match 1969,f5e3,d2d1,White,White,"Petrosian, Tigran V","Spassky, Boris V.",4,0-1,N/A,N/A,"Tarrasch Defense: Classical Variation, Spassky Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.2865,FIDE World Championship Match 1969,c2c4,e2e4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0.5800000000000002,FIDE World Championship Match 1969,g8f6,e7e5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2,0.38863636363636367,FIDE World Championship Match 1969,b1c3,d2d4,White,White,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 2 2,1.1836363636363636,FIDE World Championship Match 1969,e7e6,e7e5,Black,Black,"Spassky, Boris V.","Petrosian, Tigran V",5,1-0,N/A,N/A,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",analysis_pgns_test/4c6eS6SH---1969 Petrosian vs. Spassky .pgn
